ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	SOURCE_COGNATE_CLASS	PARTIAL	PARTIALID	CLPA	CONCEPTICON_ID	GLOTTOLOG
1189	Shexian	man	lɛ⁴⁴jʌ̃⁴⁴ka	l ɛ ⁴⁴ j ʌ̃ ∼ ⁴⁴ k a	793	男人家	男人家	575 577 579	554 1121 1178 570 957 1191 1178 838 997	1554	hui1242
1190	Beijing	man	jɛ³⁵mər³	j ɛ ³⁵ m ə r ³	801	爷们儿	爷们	585 584	570 1121 1165 241 1022 153 1158	1554	mand1415
1191	Beijing	man	nan³⁵ʐən	n a n ³⁵ ʐ ə n	792	男人	男人	575 577	107 997 107 1165 706 1022 107	1554	mand1415
1192	Beijing	man	nan³⁵tə³	n a n ³⁵ t ə ³	794	男的	男的	575 578	107 997 107 1165 120 1022 1158	1554	mand1415
1193	Kunming	man	nᴀ̃³¹nə⁴⁴	n ã ∼ ³¹ n ə ⁴⁴	798	男呢	男呢	575 592	107 1014 1191 1162 107 1022 1178	1554	mand1415
1194	Shanghai	man	nø¹³ȵiŋ¹³	n ø ¹³ nʲ i ŋ ¹³	792	男人	男人	575 577	107 1052 1168 101 1076 801 1168	1554	wuch1236
#
29	Meixian	moon	ŋjat⁵kwoŋ⁴⁴	ŋ j a t ⁵ k w o ŋ ⁴⁴	1090	月光	月光	9 10	801 570 997 120 1183 838 462 887 801 1178	1313	hakk1236
30	Changsha	moon	ɥe²⁴ljan¹¹	ɥ e ²⁴ l j a n ¹¹	1091	月亮	月亮	9 11	458 1089 1156 554 570 997 107 1169	1313	xian1251
31	Changsha	moon	ɥe²⁴ljan⁵⁵pu¹³sa²⁴	ɥ e ²⁴ l j a n ⁵⁵ p u ¹³ s a ²⁴	1092	月亮菩萨	月亮菩萨	9 11 12 13	458 1089 1156 554 570 997 107 1189 291 868 1168 89 997 1156	1313	xian1251
32	Changsha	moon	ɥe²⁴ljan⁵⁵pa³³pa	ɥ e ²⁴ l j a n ⁵⁵ p a ³³ p a	1093	月亮巴巴	月亮巴巴	9 11 14 14	458 1089 1156 554 570 997 107 1189 291 997 1161 291 997	1313	xian1251
33	Guiyang	moon	jɛ²¹ljaŋ²¹³	j ɛ ²¹ l j a ŋ ²¹³	1091	月亮	月亮	9 11	570 1121 1152 554 570 997 801 1154	1313	mand1415
34	Xiamen	moon	geʔ⁵	ɡ e ʔ ⁵	1089	月	月	9	831 1089 409 1183	1313	minn1241
35	Xiamen	moon	geʔ⁵nju³⁵	ɡ e ʔ ⁵ n j u ³⁵	1094	月娘	月娘	9 15	831 1089 409 1183 107 570 868 1165	1313	minn1241
36	Hefei	moon	ɥɐʔ⁵ljɑ̃⁵³	ɥ ɐ ʔ ⁵ l j ɑ̃ ∼ ⁵³	1091	月亮	月亮	9 11	458 986 409 1183 554 570 951 1191 1185	1313	mand1415
37	Jinan	moon	ɥə²¹ljaŋ	ɥ ə ²¹ l j a ŋ	1091	月亮	月亮	9 11	458 1022 1152 554 570 997 801	1313	mand1415
38	Hangzhou	moon	ɦɥəʔ²ljɑŋ¹³	ɦ ɥ ə ʔ ² l j ɑ ŋ ¹³	1091	月亮	月亮	9 11	401 458 1022 409 1149 554 570 952 801 1168	1313	wuch1236
39	Guangzhou	moon	jyt²kwɔŋ⁵⁵	j y t ² k w ɔ ŋ ⁵⁵	1090	月光	月光	9 10	570 1047 120 1149 838 462 916 801 1189	1313	yuec1235
40	Guangzhou	moon	jyt²lœŋ²²	j y t ² l œ ŋ ²²	1091	月亮	月亮	9 11	570 1047 120 1149 554 1059 801 1150	1313	yuec1235
41	Nanchang	moon	ȵɥɵʔ²kwɔŋ⁴²	nʲ ɥ ɵ ʔ ² k w ɔ ŋ ⁴²	1090	月光	月光	9 10	101 458 970 409 1149 838 462 916 801 1175	1313	ganc1239
42	Chengdu	moon	ɥe³¹njaŋ¹³	ɥ e ³¹ n j a ŋ ¹³	1091	月亮	月亮	9 11	458 1089 1162 107 570 997 801 1168	1313	mand1415
43	Taoyuan	moon	ɥəʔ²mi⁴⁵	ɥ ə ʔ ² m i ⁴⁵	1095	月明	月明	9 16	458 1022 409 1149 241 1076 1181	1313	hakk1236
44	Taoyuan	moon	ɥəʔ²ljɒ̃⁴⁵	ɥ ə ʔ ² l j ɒ̃ ∼ ⁴⁵	1091	月亮	月亮	9 11	458 1022 409 1149 554 570 902 1191 1181	1313	hakk1236
45	Shexian	moon	we²²lja²²	w e ²² l j a ²²	1091	月亮	月亮	9 11	462 1089 1150 554 570 997 1150	1313	hui1242
46	Beijing	moon	ɥɛ⁵¹ljɑŋ¹	ɥ ɛ ⁵¹ l j ɑ ŋ ¹	1091	月亮	月亮	9 11	458 1121 1186 554 570 952 801 1166	1313	mand1415
47	Kunming	moon	jɛ³¹ljᴀ̃²¹²	j ɛ ³¹ l j ã ∼ ²¹²	1091	月亮	月亮	9 11	570 1121 1162 554 570 1014 1191 1153	1313	mand1415
48	Kunming	moon	tʰæ²¹²ĩ⁴⁴	tʰ æ ²¹² ĩ ∼ ⁴⁴	382	太阴	太阴	17 18	138 1087 1153 1078 1191 1178	1313	mand1415
49	Shanghai	moon	ɦɥɪʔ¹ljã¹³	ɦ ɥ ɪ ʔ ¹ l j ã ∼ ¹³	1091	月亮	月亮	9 11	401 458 1110 409 1166 554 570 1014 1191 1168	1313	wuch1236
50	Shanghai	moon	ɦɥɪʔ¹kwɑ̃⁵³	ɦ ɥ ɪ ʔ ¹ k w ɑ̃ ∼ ⁵³	1090	月光	月光	9 10	401 458 1110 409 1166 838 462 951 1191 1185	1313	wuch1236
#
861	Meixian	mother	a⁴⁴me⁴⁴	a ⁴⁴ m e ⁴⁴	644	阿姆	阿姆	420 421	997 1178 241 1089 1178	1216	hakk1236
862	Changsha	mother	ma⁵⁵ma	m a ⁵⁵ m a	649	妈妈	妈妈	422 422	241 997 1189 241 997	1216	xian1251
863	Changsha	mother	ȵjan¹³	nʲ j a n ¹³	651	娘	娘	423	101 570 997 107 1168	1216	xian1251
864	Changsha	mother	ȵjan¹³law⁴¹ʦɿ	nʲ j a n ¹³ l a w ⁴¹ ts ɿ	652	娘老子	娘老子	423 424 425	101 570 997 107 1168 554 997 462 1177 15 945	1216	xian1251
865	Guiyang	mother	ma⁵⁵	m a ⁵⁵	648	妈	妈	422	241 997 1189	1216	mand1415
866	Guiyang	mother	la⁴²ma⁵⁵	l a ⁴² m a ⁵⁵	653	老妈	老妈	424 422	554 997 1175 241 997 1189	1216	mand1415
867	Xiamen	mother	law²²bu⁵³	l a w ²² b u ⁵³	655	老母	老母	424 426	554 997 462 1150 257 868 1185	1216	minn1241
868	Xiamen	mother	ma⁵⁵ma⁵⁵	m a ⁵⁵ m a ⁵⁵	649	妈妈	妈妈	422 422	241 997 1189 241 997 1189	1216	minn1241
869	Hefei	mother	ma²¹i⁵⁵	m a ²¹ i ⁵⁵	650	妈爷	妈爷	422 427	241 997 1152 1076 1189	1216	mand1415
870	Jinan	mother	ȵjaŋ⁴²	nʲ j a ŋ ⁴²	651	娘	娘	423	101 570 997 801 1175	1216	mand1415
871	Hangzhou	mother	mɑ³³mɑ³³	m ɑ ³³ m ɑ ³³	649	妈妈	妈妈	422 422	241 952 1161 241 952 1161	1216	wuch1236
872	Guangzhou	mother	ma²¹ma⁵⁵	m a ²¹ m a ⁵⁵	649	妈妈	妈妈	422 422	241 997 1152 241 997 1189	1216	yuec1235
873	Guangzhou	mother	low²³mow²³	l o w ²³ m o w ²³	655	老母	老母	424 426	554 887 462 1151 241 887 462 1151	1216	yuec1235
874	Nanchang	mother	m̩⁴²mɑ⁰²	m̩ ⁴² m ɑ ⁰²	647	姆妈	姆妈	421 422	235 1175 241 952 1172	1216	ganc1239
875	Nanchang	mother	ȵjɔŋ⁴⁵	nʲ j ɔ ŋ ⁴⁵	651	娘称述	娘	423	101 570 916 801 1181	1216	ganc1239
876	Chengdu	mother	ma	m a	648	妈	妈	422	241 997	1216	mand1415
877	Chengdu	mother	ȵjaŋ	nʲ j a ŋ	651	娘	娘	423	101 570 997 801	1216	mand1415
878	Chengdu	mother	naw⁵³ȵjər³¹	n a w ⁵³ nʲ j ə r ³¹	654	老娘儿	老娘	424 423	107 997 462 1185 101 570 1022 153 1162	1216	mand1415
879	Taoyuan	mother	ma¹¹	m a ¹¹	648	妈	妈	422	241 997 1169	1216	hakk1236
880	Shexian	mother	m̩³⁵ma³¹	m̩ ³⁵ m a ³¹	647	姆妈	姆妈	421 422	235 1165 241 997 1162	1216	hui1242
881	Shexian	mother	m̩³⁵	m̩ ³⁵	646	姆	姆	421	235 1165	1216	hui1242
882	Shexian	mother	a³¹i⁴⁴	a ³¹ i ⁴⁴	645	阿姨	阿姨	420 428	997 1162 1076 1178	1216	hui1242
883	Beijing	mother	njɑŋ³⁵	n j ɑ ŋ ³⁵	651	娘	娘	423	107 570 952 801 1165	1216	mand1415
884	Beijing	mother	ma⁵⁵	m a ⁵⁵	648	妈	妈	422	241 997 1189	1216	mand1415
885	Kunming	mother	mᴀ⁴⁴	m a ⁴⁴	648	妈	妈	422	241 997 1178	1216	mand1415
886	Kunming	mother	mo⁴⁴	m o ⁴⁴	656	嫫	嫫	429	241 887 1178	1216	mand1415
887	Shanghai	mother	m̩⁵³ma¹³	m̩ ⁵³ m a ¹³	647	姆妈	姆妈	421 422	235 1185 241 997 1168	1216	wuch1236
888	Shanghai	mother	ȵjã¹³	nʲ j ã ∼ ¹³	651	娘	娘	423	101 570 1014 1191 1168	1216	wuch1236
#
427	Meixian	mouse	law³¹ʦʰu³¹ve	l a w ³¹ tsʰ u ³¹ v e	414	老鼠儿	老鼠儿	196 197 198	554 997 462 1162 13 868 1162 451 1089	1491	hakk1236
428	Changsha	mouse	law⁴¹ɕy⁴¹ʦɿ	l a w ⁴¹ ɕ y ⁴¹ ts ɿ	415	老鼠子	老鼠子	196 197 199	554 997 462 1177 204 1047 1177 15 945	1491	xian1251
429	Changsha	mouse	kaw³³kʰə²⁴	k a w ³³ kʰ ə ²⁴	417	高客	高客	200 201	838 997 462 1161 820 1022 1156	1491	xian1251
430	Guiyang	mouse	xa²¹³ʦɿ⁴²	x a ²¹³ ts ɿ ⁴²	418	耗子	耗子	202 199	778 997 1154 15 945 1175	1491	mand1415
431	Xiamen	mouse	njaw⁵³ʦʰu⁵³	n j a w ⁵³ tsʰ u ⁵³	413	老鼠	老鼠	196 197	107 570 997 462 1185 13 868 1185	1491	minn1241
432	Hefei	mouse	lɔ²⁴t͡ʂʰwə	l ɔ ²⁴ ʈʂʰ w ə	413	老鼠	老鼠	196 197	554 916 1156 697 462 1022	1491	mand1415
433	Jinan	mouse	lɔ⁵⁵ʂu	l ɔ ⁵⁵ ʂ u	413	老鼠	老鼠	196 197	554 916 1189 705 868	1491	mand1415
434	Jinan	mouse	xɔ²¹ʦɿ	x ɔ ²¹ ts ɿ	418	耗子	耗子	202 199	778 916 1152 15 945	1491	mand1415
435	Hangzhou	mouse	lɔ⁵³ʦʰy⁵³	l ɔ ⁵³ tsʰ y ⁵³	413	老鼠	老鼠	196 197	554 916 1185 13 1047 1185	1491	wuch1236
436	Nanchang	mouse	lɑw²¹³ɕy⁰⁴	l ɑ w ²¹³ ɕ y ⁰⁴	413	老鼠	老鼠	196 197	554 952 462 1154 204 1047 1173	1491	ganc1239
437	Chengdu	mouse	naw⁵³su⁵³	n a w ⁵³ s u ⁵³	413	老鼠	老鼠	196 197	107 997 462 1185 89 868 1185	1491	mand1415
438	Chengdu	mouse	xaw¹³ʦɿ⁵³	x a w ¹³ ts ɿ ⁵³	418	耗子	耗子	202 199	778 997 462 1168 15 945 1185	1491	mand1415
439	Shexian	mouse	lɔ³⁵ʨʰy³⁵	l ɔ ³⁵ tɕʰ y ³⁵	413	老鼠	老鼠	196 197	554 916 1165 199 1047 1165	1491	hui1242
440	Shexian	mouse	ʦe³¹ʨy³⁵	ts e ³¹ tɕ y ³⁵	419	尖嘴	尖嘴	203 204	15 1089 1162 200 1047 1165	1491	hui1242
441	Beijing	mouse	xɑw⁵¹ʦɿ¹	x ɑ w ⁵¹ ts ɿ ¹	418	耗子	耗子	202 199	778 952 462 1186 15 945 1166	1491	mand1415
442	Kunming	mouse	lɔ⁵³t͡ʂʰu⁵³	l ɔ ⁵³ ʈʂʰ u ⁵³	413	老鼠	老鼠	196 197	554 916 1185 697 868 1185	1491	mand1415
443	Shanghai	mouse	lɔ¹³zoŋ²³	l ɔ ¹³ z o ŋ ²³	416	老虫	老虫	196 205	554 916 1168 80 887 801 1151	1491	wuch1236
444	Shanghai	mouse	lɔ¹³ʦʰɿ³⁵	l ɔ ¹³ tsʰ ɿ ³⁵	413	老鼠	老鼠	196 197	554 916 1168 13 945 1165	1491	wuch1236
#
669	Meixian	neck	kjaŋ³¹kin⁴⁴	k j a ŋ ³¹ k i n ⁴⁴	529	颈茎	颈茎	310 311	838 570 997 801 1162 838 1076 107 1178	1333	hakk1236
670	Changsha	neck	ʨin⁴¹kən³³	tɕ i n ⁴¹ k ə n ³³	530	颈根	颈根	310 312	200 1076 107 1177 838 1022 107 1161	1333	xian1251
671	Guiyang	neck	ʨjaŋ⁴²ken	tɕ j a ŋ ⁴² k e n	530	颈根	颈根	310 312	200 570 997 801 1175 838 1089 107	1333	mand1415
672	Guiyang	neck	po²¹ʨjaŋ⁴²	p o ²¹ tɕ j a ŋ ⁴²	533	脖颈	脖颈	313 310	291 887 1152 200 570 997 801 1175	1333	mand1415
673	Xiamen	neck	am²²kun⁵³	a m ²² k u n ⁵³	536	颔颈	颔颈	314 310	997 241 1150 838 868 107 1185	1333	minn1241
674	Hefei	neck	lɔ²⁴ʨin²⁴pa⁵³	l ɔ ²⁴ tɕ i n ²⁴ p a ⁵³	537	脑颈把	脑颈把	315 310 316	554 916 1156 200 1076 107 1156 291 997 1185	1333	mand1415
675	Jinan	neck	pə⁴²ʦɿ	p ə ⁴² ts ɿ	534	脖子	脖子	313 317	291 1022 1175 15 945	1333	mand1415
676	Jinan	neck	pə⁴²ər⁴²kəŋ⁵⁵	p ə ⁴² ə r ⁴² k ə ŋ ⁵⁵	535	脖儿梗	脖儿梗	313 318 319	291 1022 1175 1022 153 1175 838 1022 801 1189	1333	mand1415
677	Hangzhou	neck	dej¹³ʨin⁵³	d e j ¹³ tɕ i n ⁵³	538	脰颈	脰颈	320 310	145 1089 570 1168 200 1076 107 1185	1333	wuch1236
678	Guangzhou	neck	kɛŋ³⁵	k ɛ ŋ ³⁵	528	颈	颈	310	838 1121 801 1165	1333	yuec1235
679	Nanchang	neck	ʨjɑŋ²¹³	tɕ j ɑ ŋ ²¹³	528	颈	颈	310	200 570 952 801 1154	1333	ganc1239
680	Chengdu	neck	ʨin⁵³ʦɿ⁵³	tɕ i n ⁵³ ts ɿ ⁵³	531	颈子	颈子	310 317	200 1076 107 1185 15 945 1185	1333	mand1415
681	Chengdu	neck	ʨin⁵³xaŋ¹³	tɕ i n ⁵³ x a ŋ ¹³	532	颈项	颈项	310 321	200 1076 107 1185 778 997 801 1168	1333	mand1415
682	Taoyuan	neck	paʔ⁵⁴ʦəʔ	p a ʔ ⁵⁴ ts ə ʔ	534	脖子	脖子	313 317	291 997 409 1188 15 1022 409	1333	hakk1236
683	Shexian	neck	xa³⁵ʨjʌ̃³⁵	x a ³⁵ tɕ j ʌ̃ ∼ ³⁵	539	项颈	项颈	321 310	778 997 1165 200 570 957 1191 1165	1333	hui1242
684	Beijing	neck	po³⁵kə̃r²¹⁴	p o ³⁵ k ə̃ ∼ r ²¹⁴	533	脖颈儿	脖颈	313 310	291 887 1165 838 1020 1191 153 1155	1333	mand1415
685	Beijing	neck	po³⁵ʦɿ³	p o ³⁵ ts ɿ ³	534	脖子	脖子	313 317	291 887 1165 15 945 1158	1333	mand1415
686	Kunming	neck	po³¹ʦɿ⁵³	p o ³¹ ts ɿ ⁵³	534	脖子	脖子	313 317	291 887 1162 15 945 1185	1333	mand1415
687	Shanghai	neck	dɤ¹³ʨiŋ³⁵	d ɤ ¹³ tɕ i ŋ ³⁵	540	头颈	头颈	322 310	145 947 1168 200 1076 801 1165	1333	wuch1236
#
2697	Meixian	nine	kju³¹	k j u ³¹	341	九	九	1334	838 570 868 1162	1483	hakk1236
2698	Changsha	nine	ʨjəw⁴¹	tɕ j ə w ⁴¹	341	九	九	1334	200 570 1022 462 1177	1483	xian1251
2699	Guiyang	nine	ʨjəw⁴²	tɕ j ə w ⁴²	341	九	九	1334	200 570 1022 462 1175	1483	mand1415
2700	Xiamen	nine	kaw⁵³	k a w ⁵³	341	九	九	1334	838 997 462 1185	1483	minn1241
2701	Hefei	nine	ʨjɯ²⁴	tɕ j ɯ ²⁴	341	九	九	1334	200 570 944 1156	1483	mand1415
2702	Jinan	nine	ʨjow⁵⁵	tɕ j o w ⁵⁵	341	九	九	1334	200 570 887 462 1189	1483	mand1415
2703	Hangzhou	nine	ʨjø⁵³	tɕ j ø ⁵³	341	九	九	1334	200 570 1052 1185	1483	wuch1236
2704	Guangzhou	nine	kɐw³⁵	k ɐ w ³⁵	341	九	九	1334	838 986 462 1165	1483	yuec1235
2705	Nanchang	nine	ʨju²¹³	tɕ j u ²¹³	341	九	九	1334	200 570 868 1154	1483	ganc1239
2706	Chengdu	nine	ʨjəw⁵³	tɕ j ə w ⁵³	341	九	九	1334	200 570 1022 462 1185	1483	mand1415
2707	Taoyuan	nine	ʨjəw⁵³	tɕ j ə w ⁵³	341	九	九	1334	200 570 1022 462 1185	1483	hakk1236
2708	Shexian	nine	ʨju³⁵	tɕ j u ³⁵	341	九	九	1334	200 570 868 1165	1483	hui1242
2709	Beijing	nine	ʨjow²¹⁴	tɕ j o w ²¹⁴	341	九	九	1334	200 570 887 462 1155	1483	mand1415
2710	Kunming	nine	ʨjəw⁵³	tɕ j ə w ⁵³	341	九	九	1334	200 570 1022 462 1185	1483	mand1415
2711	Shanghai	nine	ʨjɤ³⁵	tɕ j ɤ ³⁵	341	九	九	1334	200 570 947 1165	1483	wuch1236
#
1063	Meixian	noodles	mjen⁵³	m j e n ⁵³	756	面	面	541	241 570 1089 107 1185	973	hakk1236
1064	Changsha	noodles	mjẽ¹¹	m j ẽ ∼ ¹¹	756	面	面	541	241 570 1090 1191 1169	973	xian1251
1065	Guiyang	noodles	mjan²¹³	m j a n ²¹³	756	面	面	541	241 570 997 107 1154	973	mand1415
1066	Guiyang	noodles	mjan²¹³tʰjao²¹	m j a n ²¹³ tʰ j a o ²¹	757	面条	面条	541 542	241 570 997 107 1154 138 570 997 887 1152	973	mand1415
1067	Xiamen	noodles	mi²²	m i ²²	756	面	面	541	241 1076 1150	973	minn1241
1068	Hefei	noodles	mjɪ̃⁵³tʰjɔ⁵⁵	m j ɪ̃ ∼ ⁵³ tʰ j ɔ ⁵⁵	757	面条	面条	541 542	241 570 1109 1191 1185 138 570 916 1189	973	mand1415
1069	Jinan	noodles	mjã²¹tʰjɔr⁴²	m j ã ∼ ²¹ tʰ j ɔ r ⁴²	757	面条儿	面条	541 542	241 570 1014 1191 1152 138 570 916 153 1175	973	mand1415
1070	Jinan	noodles	mjã²¹	m j ã ∼ ²¹	756	面	面	541	241 570 1014 1191 1152	973	mand1415
1071	Hangzhou	noodles	mjᴇ̃¹³	m j ɛ̃ ∼ ¹³	756	面	面	541	241 570 1123 1191 1168	973	wuch1236
1072	Guangzhou	noodles	min²²	m i n ²²	756	面	面	541	241 1076 107 1150	973	yuec1235
1073	Nanchang	noodles	mjɛn²¹	m j ɛ n ²¹	756	面	面	541	241 570 1121 107 1152	973	ganc1239
1074	Chengdu	noodles	mjan¹³	m j a n ¹³	756	面	面	541	241 570 997 107 1168	973	mand1415
1075	Chengdu	noodles	mjan¹³tʰjər³¹	m j a n ¹³ tʰ j ə r ³¹	757	面条儿	面条	541 542	241 570 997 107 1168 138 570 1022 153 1162	973	mand1415
1076	Taoyuan	noodles	mje⁴⁵	m j e ⁴⁵	756	面	面	541	241 570 1089 1181	973	hakk1236
1077	Shexian	noodles	me²²	m e ²²	756	面	面	541	241 1089 1150	973	hui1242
1078	Beijing	noodles	mjan⁵¹tʰjɑwiɑur	m j a n ⁵¹ tʰ j ɑ w r	757	面条儿	面条	541 542	241 570 997 107 1186 138 570 952 462 153	973	mand1415
1079	Beijing	noodles	mjan⁵¹	m j a n ⁵¹	756	面	面	541	241 570 997 107 1186	973	mand1415
1080	Kunming	noodles	mjɛ̃²¹²	m j ɛ̃ ∼ ²¹²	756	面	面	541	241 570 1123 1191 1153	973	mand1415
1081	Shanghai	noodles	mi¹³	m i ¹³	756	面	面	541	241 1076 1168	973	wuch1236
1082	Shanghai	noodles	ʨʰjɪʔ⁵mi¹³	tɕʰ j ɪ ʔ ⁵ m i ¹³	758	切面	切面	543 541	199 570 1110 409 1183 241 1076 1168	973	wuch1236
#
652	Meixian	nose	pʰi⁵³kuŋ⁴⁴	pʰ i ⁵³ k u ŋ ⁴⁴	521	鼻公	鼻公	303 304	264 1076 1185 838 868 801 1178	1221	hakk1236
653	Changsha	nose	pi²⁴ʦɿ	p i ²⁴ ts ɿ	522	鼻子	鼻子	303 305	291 1076 1156 15 945	1221	xian1251
654	Guiyang	nose	pi²¹ʦɿ⁴²	p i ²¹ ts ɿ ⁴²	522	鼻子	鼻子	303 305	291 1076 1152 15 945 1175	1221	mand1415
655	Xiamen	nose	pʰĩ²²jã⁵³	pʰ ĩ ∼ ²² j ã ∼ ⁵³	523	鼻仔	鼻仔	303 306	264 1078 1191 1150 570 1014 1191 1185	1221	minn1241
656	Xiamen	nose	pʰĩ²²	pʰ ĩ ∼ ²²	520	鼻	鼻	303	264 1078 1191 1150	1221	minn1241
657	Hefei	nose	pjəʔ⁵ʦə	p j ə ʔ ⁵ ts ə	522	鼻子	鼻子	303 305	291 570 1022 409 1183 15 1022	1221	mand1415
658	Jinan	nose	pi⁴²ʦɿ	p i ⁴² ts ɿ	522	鼻子	鼻子	303 305	291 1076 1175 15 945	1221	mand1415
659	Hangzhou	nose	bɑʔ²dej²¹³	b ɑ ʔ ² d e j ²¹³	524	鼻头	鼻头	303 307	257 952 409 1149 145 1089 570 1154	1221	wuch1236
660	Guangzhou	nose	pej²²kɔ⁵⁵	p e j ²² k ɔ ⁵⁵	525	鼻哥	鼻哥	303 308	291 1089 570 1150 838 916 1189	1221	yuec1235
661	Nanchang	nose	pʰiʔ²kuŋ⁰²	pʰ i ʔ ² k u ŋ ⁰²	521	鼻公	鼻公	303 304	264 1076 409 1149 838 868 801 1172	1221	ganc1239
662	Chengdu	nose	pi³¹ʦɿ⁵³	p i ³¹ ts ɿ ⁵³	522	鼻子	鼻子	303 305	291 1076 1162 15 945 1185	1221	mand1415
663	Taoyuan	nose	pjəʔ⁵⁴ʦəʔ	p j ə ʔ ⁵⁴ ts ə ʔ	522	鼻子	鼻子	303 305	291 570 1022 409 1188 15 1022 409	1221	hakk1236
664	Shexian	nose	pʰi²²tʰju⁴⁴	pʰ i ²² tʰ j u ⁴⁴	524	鼻头	鼻头	303 307	264 1076 1150 138 570 868 1178	1221	hui1242
665	Shexian	nose	pʰi²²kʰwʌ̃³⁵	pʰ i ²² kʰ w ʌ̃ ∼ ³⁵	526	鼻孔	鼻孔	303 309	264 1076 1150 820 462 957 1191 1165	1221	hui1242
666	Beijing	nose	pi³⁵ʦɿ³	p i ³⁵ ts ɿ ³	522	鼻子	鼻子	303 305	291 1076 1165 15 945 1158	1221	mand1415
667	Kunming	nose	pi³¹ʦɿ⁵³	p i ³¹ ts ɿ ⁵³	522	鼻子	鼻子	303 305	291 1076 1162 15 945 1185	1221	mand1415
668	Shanghai	nose	bjɪʔ¹dɤ¹³	b j ɪ ʔ ¹ d ɤ ¹³	524	鼻头	鼻头	303 307	257 570 1110 409 1166 145 947 1168	1221	wuch1236
#
1375	Meixian	nurse	paw³¹me⁴⁴	p a w ³¹ m e ⁴⁴	925	保姆	保姆	720 721	291 997 462 1162 241 1089 1178	1104	hakk1236
1376	Changsha	nurse	ȵy⁴¹koŋ³³	nʲ y ⁴¹ k o ŋ ³³	926	女工	女工	722 723	101 1047 1177 838 887 801 1161	1104	xian1251
1377	Changsha	nurse	paw⁴¹mo⁴¹	p a w ⁴¹ m o ⁴¹	925	保姆	保姆	720 721	291 997 462 1177 241 887 1177	1104	xian1251
1378	Guiyang	nurse	pa⁴²mu⁴²	p a ⁴² m u ⁴²	925	保姆	保姆	720 721	291 997 1175 241 868 1175	1104	mand1415
1379	Xiamen	nurse	po⁵³bu	p o ⁵³ b u	925	保姆	保姆	720 721	291 887 1185 257 868	1104	minn1241
1380	Xiamen	nurse	ʦʰjã²¹e	tsʰ j ã ∼ ²¹ e	928	倩的	倩的	724 725	13 570 1014 1191 1152 1089	1104	minn1241
1381	Hefei	nurse	pɑ̃²¹kəŋ²¹tjəʔ	p ɑ̃ ∼ ²¹ k ə ŋ ²¹ t j ə ʔ	929	帮工的	帮工的	726 723 725	291 951 1191 1152 838 1022 801 1152 120 570 1022 409	1104	mand1415
1382	Jinan	nurse	pɔ⁵⁵mu⁵⁵	p ɔ ⁵⁵ m u ⁵⁵	925	保姆	保姆	720 721	291 916 1189 241 868 1189	1104	mand1415
1383	Jinan	nurse	lɔ⁵⁵ma²¹³ʦɿ	l ɔ ⁵⁵ m a ²¹³ ts ɿ	931	老妈子	老妈子	727 728 729	554 916 1189 241 997 1154 15 945	1104	mand1415
1384	Hangzhou	nurse	pɔ⁵³mu⁵³	p ɔ ⁵³ m u ⁵³	925	保姆	保姆	720 721	291 916 1185 241 868 1185	1104	wuch1236
1385	Hangzhou	nurse	ʔɑ³³i²¹³	ʔ ɑ ³³ i ²¹³	932	阿姨	阿姨	730 731	409 952 1161 1076 1154	1104	wuch1236
1386	Guangzhou	nurse	koŋ⁵³jɐn²¹	k o ŋ ⁵³ j ɐ n ²¹	927	工人	工人	723 732	838 887 801 1185 570 986 107 1152	1104	yuec1235
1387	Guangzhou	nurse	pow³⁵mow²³	p o w ³⁵ m o w ²³	925	保姆	保姆	720 721	291 887 462 1165 241 887 462 1151	1104	yuec1235
1388	Nanchang	nurse	ʨi⁴⁵ȵjɔŋ⁰⁴	tɕ i ⁴⁵ nʲ j ɔ ŋ ⁰⁴	933	寄娘	寄娘	733 734	200 1076 1181 101 570 916 801 1173	1104	ganc1239
1389	Nanchang	nurse	pɑw²¹³mu²¹³	p ɑ w ²¹³ m u ²¹³	925	保姆	保姆	720 721	291 952 462 1154 241 868 1154	1104	ganc1239
1390	Chengdu	nurse	paw⁵³mu⁵³	p a w ⁵³ m u ⁵³	925	保姆	保姆	720 721	291 997 462 1185 241 868 1185	1104	mand1415
1391	Chengdu	nurse	naj⁵³mər⁵⁵	n a j ⁵³ m ə r ⁵⁵	936	奶妈儿	奶妈	735 728	107 997 570 1185 241 1022 153 1189	1104	mand1415
1392	Chengdu	nurse	naj⁵³ma⁵⁵ʦɿ⁵³	n a j ⁵³ m a ⁵⁵ ts ɿ ⁵³	937	奶妈子	奶妈子	735 728 729	107 997 570 1185 241 997 1189 15 945 1185	1104	mand1415
1393	Taoyuan	nurse	paw⁵³mu⁵³	p a w ⁵³ m u ⁵³	925	保姆	保姆	720 721	291 997 462 1185 241 868 1185	1104	hakk1236
1394	Shexian	nurse	na³⁵m̩³⁵	n a ³⁵ m̩ ³⁵	935	奶姆	奶姆	735 721	107 997 1165 235 1165	1104	hui1242
1395	Shexian	nurse	pɔ³¹jʌ̃⁴⁴ka³¹ɛ	p ɔ ³¹ j ʌ̃ ∼ ⁴⁴ k a ³¹ ɛ	930	帮人家唉	帮人家唉	726 732 736 737	291 916 1162 570 957 1191 1178 838 997 1162 1121	1104	hui1242
